lon,lat,tags,timestamp,version,changeset,id,geometry
11.4587178,48.7357617,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Rothenturm', 'public_transport': 'stop_position'}",1648039028,2,118819783,8265500958,POINT (11.4587178 48.7357617)
11.4584883,48.7356947,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Rothenturm', 'public_transport': 'stop_position'}",1609117346,6,96502984,1602102104,POINT (11.4584883 48.7356947)
11.4140524,48.7753651,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'St. Pius / Kroppstraße', 'public_transport': 'stop_position'}",1609152581,5,96528965,2118196766,POINT (11.4140524 48.7753651)
11.41993,48.7459079,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Spitalhofstraße', 'public_transport': 'stop_position'}",1609285372,6,96629329,1852734047,POINT (11.41993 48.7459079)
11.4148726,48.7450679,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Zeppelinstraße', 'public_transport': 'stop_position'}",1609285372,6,96629329,1852734046,POINT (11.4148726 48.7450679)
11.4749229,48.7820431,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Existenzgründerzentrum', 'public_transport': 'stop_position'}",1609153015,3,96529442,5650310587,POINT (11.4749229 48.7820431)
11.4238124,48.7462053,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Schulzentrum SW, Gustav-Adolf-Straße', 'public_transport': 'stop_position'}",1608734998,8,96333441,2119018260,POINT (11.4238124 48.7462053)
11.4239073,48.7458765,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Schulzentrum SW, Gustav-Adolf-Straße', 'public_transport': 'stop_position'}",1609200623,1,96563900,8268444448,POINT (11.4239073 48.7458765)
11.4240134,48.7455076,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '8', 'name': 'Schulzentrum SW, Gustav-Adolf-Straße', 'public_transport': 'stop_position'}",1634708178,9,112725694,2119037639,POINT (11.4240134 48.7455076)
11.4240792,48.745279,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '7', 'name': 'Schulzentrum SW, Gustav-Adolf-Straße', 'public_transport': 'stop_position'}",1634708178,11,112725694,2119018254,POINT (11.4240792 48.745279)
11.369167,48.7780833,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Pfingstäckerweg', 'public_transport': 'stop_position'}",1609152582,6,96528965,5268885967,POINT (11.369167 48.7780833)
11.3796969,48.7662325,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Effnerstraße', 'public_transport': 'stop_position'}",1648128879,1,118865498,9603312743,POINT (11.3796969 48.7662325)
11.3798022,48.7666486,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Effnerstraße', 'public_transport': 'stop_position'}",1648128879,13,118865498,1241209771,POINT (11.3798022 48.7666486)
11.3976608,48.7857769,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Audi - Tradition', 'public_transport': 'stop_position'}",1609067344,8,96479713,1757370807,POINT (11.3976608 48.7857769)
11.4306312,48.7361627,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Osnabrücker Straße', 'public_transport': 'stop_position'}",1609200623,2,96563900,3928875180,POINT (11.4306312 48.7361627)
11.4296215,48.7699683,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Rechbergstraße', 'public_transport': 'stop_position'}",1608734998,9,96333441,2111153528,POINT (11.4296215 48.7699683)
11.409841,48.772685,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Hugo-Wolf-Straße', 'public_transport': 'stop_position'}",1609152581,6,96528965,2111961537,POINT (11.409841 48.772685)
11.4054988,48.7722951,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Richard-Strauss-Straße', 'public_transport': 'stop_position'}",1648038406,7,118819384,2111961539,POINT (11.4054988 48.7722951)
11.3971896,48.7721141,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Bezirkssportanlage Nord-West', 'public_transport': 'stop_position'}",1608939284,6,96437434,2111961536,POINT (11.3971896 48.7721141)
11.4140353,48.7706874,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Telemannstraße', 'public_transport': 'stop_position'}",1608715915,10,96311178,2110469858,POINT (11.4140353 48.7706874)
11.4085269,48.7263059,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Spitalwaldstraße', 'public_transport': 'stop_position'}",1609259802,3,96615678,3880997690,POINT (11.4085269 48.7263059)
11.4089746,48.7263208,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Spitalwaldstraße', 'public_transport': 'stop_position'}",1609259801,4,96615678,473150768,POINT (11.4089746 48.7263208)
11.3765584,48.7766746,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Am Dachsberg', 'public_transport': 'stop_position'}",1609152582,3,96528965,3831320641,POINT (11.3765584 48.7766746)
11.3765667,48.776635,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Am Dachsberg', 'public_transport': 'stop_position'}",1648132751,12,118867862,1212382991,POINT (11.3765667 48.776635)
11.3771418,48.7751322,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Werdenfelser Straße', 'public_transport': 'stop_position'}",1648548712,5,119061427,3831321068,POINT (11.3771418 48.7751322)
11.3778361,48.7748751,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Werdenfelser Straße', 'public_transport': 'stop_position'}",1609152581,13,96528965,1212396108,POINT (11.3778361 48.7748751)
11.38031,48.7730597,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Schultheißstraße', 'public_transport': 'stop_position'}",1609152581,7,96528965,1434862681,POINT (11.38031 48.7730597)
11.3770907,48.7717625,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Levelingstraße', 'public_transport': 'stop_position'}",1609152582,4,96528965,3932090468,POINT (11.3770907 48.7717625)
11.4889691,48.7725605,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'St. Martins Platz', 'public_transport': 'stop_position'}",1609000166,6,96458294,1716934014,POINT (11.4889691 48.7725605)
11.4111057,48.7660778,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Westfriedhof', 'public_transport': 'stop_position'}",1648126519,14,118864001,1041665560,POINT (11.4111057 48.7660778)
11.4471101,48.7865547,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Röntgenstraße', 'public_transport': 'stop_position'}",1648038602,3,118819498,3840023774,POINT (11.4471101 48.7865547)
11.4470842,48.7867398,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Röntgenstraße', 'public_transport': 'stop_position'}",1648038602,9,118819498,1431096143,POINT (11.4470842 48.7867398)
11.4433791,48.7888951,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Friedhof, Oberhaunstadt', 'public_transport': 'stop_position'}",1609117346,8,96502984,2113550617,POINT (11.4433791 48.7888951)
11.4799365,48.7844452,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Ingolstadt Village', 'public_transport': 'stop_position'}",1641480070,4,115840233,3928875179,POINT (11.4799365 48.7844452)
11.4505663,48.7783006,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Peringerstraße', 'public_transport': 'stop_position'}",1609174947,5,96550119,2119037625,POINT (11.4505663 48.7783006)
11.4552203,48.7778004,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Schölnhammerstraße', 'public_transport': 'stop_position'}",1608994425,4,96454697,2119037631,POINT (11.4552203 48.7778004)
11.4510388,48.7777888,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Peringerstraße', 'public_transport': 'stop_position'}",1608994425,5,96454697,2119037615,POINT (11.4510388 48.7777888)
11.4490829,48.7855049,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Deschinger Straße', 'public_transport': 'stop_position'}",1608980966,6,96447323,2115743362,POINT (11.4490829 48.7855049)
11.4508817,48.7860819,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Georgstraße', 'public_transport': 'stop_position'}",1648133872,3,118868706,3846549642,POINT (11.4508817 48.7860819)
11.4509405,48.7863489,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Georgstraße', 'public_transport': 'stop_position'}",1608980966,6,96447323,2113885334,POINT (11.4509405 48.7863489)
11.4143759,48.7412778,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Schrobenhausener Straße', 'public_transport': 'stop_position'}",1608715915,10,96311178,2114540054,POINT (11.4143759 48.7412778)
11.4333126,48.7475925,"{'alt_name': 'Lindberghstraße', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'St. Anton', 'public_transport': 'stop_position'}",1627747599,9,108949193,288571402,POINT (11.4333126 48.7475925)
11.4191262,48.7367321,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'An der Lagerschanze', 'public_transport': 'stop_position'}",1608715915,9,96311178,2117568612,POINT (11.4191262 48.7367321)
11.4764866,48.746979,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'MX462 (Audi BKK)', 'public_transport': 'stop_position'}",1630442885,5,110532352,289710279,POINT (11.4764866 48.746979)
11.4181556,48.7388885,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Caspar-Schoppe-Straße', 'public_transport': 'stop_position'}",1609259801,6,96615678,2119018248,POINT (11.4181556 48.7388885)
11.4171924,48.7383597,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Caspar-Schoppe-Straße', 'public_transport': 'stop_position'}",1609259801,7,96615678,2119018242,POINT (11.4171924 48.7383597)
11.4084674,48.7786965,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Pfitznerstraße', 'public_transport': 'stop_position'}",1609152581,5,96528965,2119510626,POINT (11.4084674 48.7786965)
11.4088992,48.7789004,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Pfitznerstraße', 'public_transport': 'stop_position'}",1609152581,5,96528965,2119510638,POINT (11.4088992 48.7789004)
11.3703522,48.7989719,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Gaimersheim, Bahnhof', 'public_transport': 'stop_position'}",1609864960,5,96994242,3273709540,POINT (11.3703522 48.7989719)
11.4549132,48.7872938,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Semmerseeweg', 'public_transport': 'stop_position'}",1608980966,5,96447323,2115743380,POINT (11.4549132 48.7872938)
11.4030283,48.7785496,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Gaimersheimer Straße', 'public_transport': 'stop_position'}",1608715915,5,96311178,3828268857,POINT (11.4030283 48.7785496)
11.4017166,48.7770669,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Peter-Steuart-Heim', 'public_transport': 'stop_position'}",1608715915,11,96311178,2110999275,POINT (11.4017166 48.7770669)
11.4016124,48.7759088,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Herschelstraße', 'public_transport': 'stop_position'}",1608715915,4,96311178,3828201796,POINT (11.4016124 48.7759088)
11.4327315,48.7438845,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Blücherstraße', 'public_transport': 'stop_position'}",1648713306,6,119146718,3828188258,POINT (11.4327315 48.7438845)
11.4327516,48.743886,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Blücherstraße', 'public_transport': 'stop_position'}",1648713306,14,119146718,654461265,POINT (11.4327516 48.743886)
11.4385592,48.7901071,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Weckenweg', 'public_transport': 'stop_position'}",1609117346,2,96502984,3840023775,POINT (11.4385592 48.7901071)
11.4382838,48.7901638,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Weckenweg', 'public_transport': 'stop_position'}",1609605767,8,96815584,2113544769,POINT (11.4382838 48.7901638)
11.4338312,48.7732935,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '7', 'name': 'Nordbahnhof / Ost', 'public_transport': 'stop_position'}",1609676152,10,96843664,1599260112,POINT (11.4338312 48.7732935)
11.4337736,48.7734164,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '8', 'name': 'Nordbahnhof / Ost', 'public_transport': 'stop_position'}",1632307367,16,111536921,286678027,POINT (11.4337736 48.7734164)
11.4343838,48.7770943,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Wielandstraße', 'public_transport': 'stop_position'}",1609194570,9,96561600,1505488303,POINT (11.4343838 48.7770943)
11.422444,48.7683064,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '1', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1634708178,12,112725694,3828188293,POINT (11.422444 48.7683064)
11.4246224,48.7684009,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '14', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1609676152,6,96843664,3828188296,POINT (11.4246224 48.7684009)
11.4248311,48.7684032,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '16', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1609676152,5,96843664,3828188297,POINT (11.4248311 48.7684032)
11.4247285,48.7684666,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '17', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1609676152,9,96843664,2109379879,POINT (11.4247285 48.7684666)
11.4250377,48.7684075,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '18', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1609676152,5,96843664,3828188298,POINT (11.4250377 48.7684075)
11.4249376,48.7684695,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '19', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1609676152,9,96843664,2109379880,POINT (11.4249376 48.7684695)
11.423191,48.7685294,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': 'B', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1634708178,7,112725694,8251488504,POINT (11.423191 48.7685294)
11.4193548,48.7903553,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Audi AG - N56', 'network': 'Verkehrsverbund Großraum Ingolstadt', 'network:guid': 'DE-BY-VGI', 'network:short': 'VGI', 'network:wikidata': 'Q99937594', 'operator': 'Audi AG', 'public_transport': 'stop_position'}",1643917217,9,116978151,2164179149,POINT (11.4193548 48.7903553)
11.4079778,48.7911474,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': 'C', 'name': 'Audi AG - T32/C', 'network': 'Audi AG', 'operator': 'Audi AG', 'public_transport': 'stop_position', 'ref': 'C'}",1668191933,11,128788754,7761741838,POINT (11.4079778 48.7911474)
11.4080562,48.7920216,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': 'A', 'name': 'Audi AG - T32/A', 'network': 'Audi AG', 'operator': 'Audi AG', 'public_transport': 'stop_position', 'ref': 'A'}",1668191933,14,128788754,2419597633,POINT (11.4080562 48.7920216)
11.4221276,48.7679903,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': 'Haderstraße 2', 'name': 'Zentraler Omnibusbahnhof (ZOB)', 'public_transport': 'stop_position'}",1634708178,26,112725694,334288053,POINT (11.4221276 48.7679903)
11.4439391,48.7672461,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Heysestraße', 'public_transport': 'stop_position'}",1641479867,13,115840112,89129179,POINT (11.4439391 48.7672461)
11.4492292,48.7679272,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Ganghoferstraße', 'public_transport': 'stop_position'}",1608980966,6,96447323,2118016231,POINT (11.4492292 48.7679272)
11.3645834,48.8040421,"{'alt_name': 'Gaimersheim, Grund-/Hauptschule', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Gaimersheim, Schule', 'public_transport': 'stop_position'}",1639588340,6,114972776,3952839523,POINT (11.3645834 48.8040421)
11.4606785,48.8058897,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '1', 'name': 'Lenting, Hofmark', 'public_transport': 'stop_position'}",1609676152,10,96843664,971938081,POINT (11.4606785 48.8058897)
11.4600209,48.8057885,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '2', 'name': 'Lenting, Hofmark', 'public_transport': 'stop_position'}",1609676152,14,96843664,243862110,POINT (11.4600209 48.8057885)
11.4610703,48.8059524,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '3', 'name': 'Lenting, Hofmark', 'public_transport': 'stop_position'}",1609676152,7,96843664,971939108,POINT (11.4610703 48.8059524)
11.4351531,48.7792882,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Theodor-Heuss-Brücke', 'public_transport': 'stop_position'}",1634708178,6,112725694,2119043632,POINT (11.4351531 48.7792882)
11.4354778,48.7794234,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Theodor-Heuss-Brücke', 'public_transport': 'stop_position'}",1634708178,10,112725694,314767097,POINT (11.4354778 48.7794234)
11.4403923,48.7790005,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Theodor-Heuss-Straße', 'public_transport': 'stop_position'}",1608980966,6,96447323,2119037637,POINT (11.4403923 48.7790005)
11.4447758,48.7782137,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Feldschlößl', 'public_transport': 'stop_position'}",1608980966,7,96447323,2119037603,POINT (11.4447758 48.7782137)
11.4116666,48.7903472,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Audi AG - T18', 'network': 'Audi AG', 'operator': 'Audi AG', 'public_transport': 'stop_position'}",1643917217,8,116978151,5923859693,POINT (11.4116666 48.7903472)
11.4271535,48.7857013,"{'access': 'private', 'bus': 'yes', 'highway': 'bus_stop', 'name': 'Audi AG - N18', 'network': 'Audi AG', 'operator': 'Audi AG', 'public_transport': 'stop_position'}",1670492802,10,129853373,5923859686,POINT (11.4271535 48.7857013)
11.4166957,48.7657005,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Universität (Kreuztor)', 'public_transport': 'stop_position'}",1648547122,12,119060259,2110432029,POINT (11.4166957 48.7657005)
11.4181284,48.7681702,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Auf der Schanz', 'public_transport': 'stop_position'}",1614373816,5,100074986,7717205745,POINT (11.4181284 48.7681702)
11.4184897,48.7684874,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Auf der Schanz', 'public_transport': 'stop_position'}",1614373816,21,100074986,89129154,POINT (11.4184897 48.7684874)
11.4430068,48.7851256,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Nobelstraße', 'public_transport': 'stop_position'}",1609117346,7,96502984,2113550620,POINT (11.4430068 48.7851256)
11.425239,48.7624376,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '2', 'name': 'Rathausplatz', 'network': 'Verkehrsverbund Großraum Ingolstadt', 'network:guid': 'DE-BY-VGI', 'network:short': 'VGI', 'network:wikidata': 'Q99937594', 'operator': 'INVG', 'public_transport': 'stop_position'}",1649950285,9,119718441,3828188287,POINT (11.425239 48.7624376)
11.425309,48.7623464,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '1', 'name': 'Rathausplatz', 'network': 'Verkehrsverbund Großraum Ingolstadt', 'network:guid': 'DE-BY-VGI', 'network:short': 'VGI', 'network:wikidata': 'Q99937594', 'operator': 'INVG', 'public_transport': 'stop_position'}",1649950285,17,119718441,1834196110,POINT (11.425309 48.7623464)
11.4421315,48.789106,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Friedhof, Oberhaunstadt', 'public_transport': 'stop_position'}",1609117346,8,96502984,2113550618,POINT (11.4421315 48.789106)
11.4310226,48.763302,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Stadttheater', 'public_transport': 'stop_position'}",1608823690,10,96394390,368279474,POINT (11.4310226 48.763302)
11.4449713,48.7431703,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Hans-Mielich-Straße', 'public_transport': 'stop_position'}",1608905572,6,96423928,2113717350,POINT (11.4449713 48.7431703)
11.4445854,48.7435486,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Hans-Mielich-Straße', 'public_transport': 'stop_position'}",1608905572,8,96423928,2108878088,POINT (11.4445854 48.7435486)
11.443613,48.745332,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Paul-Wegmann-Halle', 'public_transport': 'stop_position'}",1608905572,7,96423928,2113717351,POINT (11.443613 48.745332)
11.4303534,48.7596211,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Brückenkopf', 'network': 'Verkehrsverbund Großraum Ingolstadt', 'network:guid': 'DE-BY-VGI', 'network:short': 'VGI', 'network:wikidata': 'Q99937594', 'operator': 'INVG', 'public_transport': 'stop_position'}",1649950285,8,119718441,3828188259,POINT (11.4303534 48.7596211)
11.4232875,48.7657872,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Harderstraße', 'public_transport': 'stop_position'}",1614373816,6,100074986,3828188262,POINT (11.4232875 48.7657872)
11.4233529,48.7656993,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Harderstraße', 'public_transport': 'stop_position'}",1614373816,19,100074986,334289026,POINT (11.4233529 48.7656993)
11.4034923,48.7997772,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Kleingartenanlage', 'public_transport': 'stop_position'}",1608734998,5,96333441,2111881594,POINT (11.4034923 48.7997772)
11.3877889,48.7751148,"{'bus': 'yes', 'highway': 'bus_stop', 'local_ref': '2', 'name': 'Am Westpark 2', 'public_transport': 'stop_position'}",1634708178,19,112725694,277737525,POINT (11.3877889 48.7751148)
11.3864102,48.7835078,"{'bus': 'yes', 'name': 'Carl-Benz-Ring 7 (PSW)', 'network': 'Audi AG', 'operator': 'Audi AG', 'public_transport': 'stop_position'}",1635928007,1,113319995,9220734440,POINT (11.3864102 48.7835078)
11.3704197,48.7839645,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Gaimersheim, Jupiter- / Keplerstraße', 'note': 'Im RBA-Netz als Keplerstraße benannt', 'public_transport': 'stop_position'}",1610289139,9,97250068,1844275776,POINT (11.3704197 48.7839645)
11.4375113,48.7550003,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Weningstraße', 'public_transport': 'stop_position'}",1608905572,7,96423928,2112345924,POINT (11.4375113 48.7550003)
11.4381291,48.7549802,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Weningstraße', 'public_transport': 'stop_position'}",1608905572,10,96423928,766009314,POINT (11.4381291 48.7549802)
11.4752111,48.7334648,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Plunder', 'public_transport': 'stop_position'}",1608905572,6,96423928,2113717353,POINT (11.4752111 48.7334648)
11.4763543,48.7336489,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Plunder', 'public_transport': 'stop_position'}",1608905572,7,96423928,2113717354,POINT (11.4763543 48.7336489)
11.4799126,48.7344153,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Niederfeld', 'public_transport': 'stop_position'}",1608905572,7,96423928,2113748636,POINT (11.4799126 48.7344153)
11.4338444,48.747356,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'St. Anton', 'public_transport': 'stop_position'}",1608715915,15,96311178,472439037,POINT (11.4338444 48.747356)
11.4373478,48.7406007,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Elisabethstraße', 'public_transport': 'stop_position'}",1641483335,9,115842279,2170791979,POINT (11.4373478 48.7406007)
11.4015457,48.7324316,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Isidor-Stürber-Straße', 'public_transport': 'stop_position'}",1609259801,4,96615678,2115743365,POINT (11.4015457 48.7324316)
11.4240852,48.7231157,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Karlshulder Straße', 'public_transport': 'stop_position'}",1608715915,13,96311178,2108981703,POINT (11.4240852 48.7231157)
11.4041989,48.730153,"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Lechermannstraße', 'public_transport': 'stop_position'}",1609259801,7,96615678,2110916983,POINT (11.4041989 48.730153)
