changeset,timestamp,tags,id,version,lon,lat,name,operator,ref,public_transport,geometry,osm_type
-20,1669478929,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""yes"",""platform:width"":""6.2"",""ref:IFOPT"":""de:09161:7541:0:6"",""route_ref"":""18"",""shelter"":""yes"",""tactile_paving"":""no""}",293900653,22,11.424284,48.744232,"Schulzentrum SW, Gustav-Adolf-Straße",,3,platform,POINT (11.424283981323242 48.744232177734375),node
-20,1669478931,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""yes"",""platform:width"":""5.6"",""ref:IFOPT"":""de:09161:7541:0:4"",""route_ref"":""16"",""shelter"":""no"",""tactile_paving"":""no""}",293900654,23,11.424343,48.74401,"Schulzentrum SW, Gustav-Adolf-Straße",,2,platform,POINT (11.42434310913086 48.74401092529297),node
-20,1669478933,"{""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""no"",""platform:width"":""5.6"",""ref:IFOPT"":""de:09161:7541:0:2"",""route_ref"":""10;41"",""shelter"":""no"",""tactile_paving"":""no""}",293900656,24,11.424414,48.743805,"Schulzentrum SW, Gustav-Adolf-Straße",,1,platform,POINT (11.424413681030273 48.743804931640625),node
99,1648139952,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.13"",""platform:width"":""3.6"",""ref:IFOPT"":""de:09161:353:0:1"",""shelter"":""yes""}",296374607,18,11.424073,48.72308,Karlshulder Straße,,,platform,POINT (11.424073219299316 48.723079681396484),node
-13,1648588434,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.20"",""local_ref"":""1"",""platform:width"":""4.0"",""ref:IFOPT"":""de:09176:8015:0:2"",""tactile_paving"":""yes""}",305036563,14,11.460699,48.805832,"Lenting, Hofmark",,,platform,POINT (11.460699081420898 48.80583190917969),node
-13,1648588434,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.20"",""local_ref"":""2"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09176:8015:0:3"",""shelter"":""no"",""tactile_paving"":""yes"",""wheelchair"":""limited""}",305770250,14,11.459979,48.805832,"Lenting, Hofmark",,,platform,POINT (11.459979057312012 48.80583190917969),node
-13,1648588434,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.20"",""platform:width"":""2.5"",""ref:IFOPT"":""de:09176:8015:0:1"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""no""}",305770251,12,11.46106,48.805992,"Lenting, Hofmark",,,platform,POINT (11.4610595703125 48.805992126464844),node
89,1648541894,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.08"",""platform:width"":""2.5"",""ref:IFOPT"":""de:09161:8011:0:1"",""shelter"":""no""}",305949447,14,11.435842,48.786037,Mariengarten,,,platform,POINT (11.43584156036377 48.78603744506836),node
-81,1648131567,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:8010:0:1"",""shelter"":""no""}",305949450,14,11.439096,48.785,Am Augraben,,,platform,POINT (11.439096450805664 48.78499984741211),node
57,1648124236,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""3.5"",""ref:IFOPT"":""de:09161:8013:0:2""}",305949451,15,11.4385395,48.790073,Weckenweg,,,platform,POINT (11.438539505004883 48.79007339477539),node
52,1648587464,"{""bench"":""no"",""bin"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.13"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09176:8622:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",308009981,13,11.454535,48.799057,"Lenting, Blockhaus",,,platform,POINT (11.454534530639648 48.79905700683594),node
52,1648587464,"{""bench"":""no"",""bin"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.10"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09176:8622:0:2"",""shelter"":""no"",""tactile_paving"":""no""}",308009982,12,11.454677,48.798973,"Lenting, Blockhaus",,,platform,POINT (11.454676628112793 48.798973083496094),node
12,1648076691,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""1.9"",""ref:IFOPT"":""de:09161:672:0:1"",""shelter"":""yes"",""source"":""HiRes aerial imagery""}",309313696,13,11.454891,48.78735,Semmerseeweg,,,platform,POINT (11.454891204833984 48.787349700927734),node
-92,1648712082,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.18"",""platform:width"":""3.5"",""ref:IFOPT"":""de:09161:8014:0:1"",""tactile_paving"":""yes""}",317799726,18,11.439536,48.79243,Beilngrieser Straße,,,platform,POINT (11.439536094665527 48.79243087768555),node
53,1648137557,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""note:de"":""Liniennetzplan zeigt auch Linie 40, stimmt aber nicht!"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09161:8003:0:1"",""shelter"":""yes""}",322638936,13,11.433842,48.76945,Heydeckstraße,,,platform,POINT (11.433841705322266 48.76945114135742),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform"",""shelter"":""no""}",349062706,11,11.434489,48.777084,Wielandstraße,,,platform,POINT (11.434489250183105 48.77708435058594),node
-42,1610097174,"{""bus"":""yes"",""highway"":""platform"",""shelter"":""no""}",349062707,10,11.434258,48.7771,Wielandstraße,,,platform,POINT (11.434258460998535 48.777099609375),node
20,1648138249,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""3.3"",""ref:IFOPT"":""de:09161:313:0:1"",""shelter"":""no""}",349080445,12,11.447527,48.78164,Hölderlinstraße,,,platform,POINT (11.447526931762695 48.781639099121094),node
20,1648138249,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""3.3"",""ref:IFOPT"":""de:09161:313:0:2"",""shelter"":""no""}",349080446,12,11.447363,48.781635,Hölderlinstraße,,,platform,POINT (11.447362899780273 48.78163528442383),node
-30,1648547368,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""2.1"",""ref:IFOPT"":""de:09161:8004:0:1"",""shelter"":""no""}",349306514,12,11.437638,48.773514,Unterer Grasweg,,,platform,POINT (11.437638282775879 48.77351379394531),node
-30,1648547368,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""4.5"",""ref:IFOPT"":""de:09161:8004:0:2"",""shelter"":""yes""}",349306518,13,11.437189,48.774174,Unterer Grasweg,,,platform,POINT (11.437189102172852 48.774173736572266),node
82,1648033114,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.14"",""platform:width"":""2.5"",""ref:IFOPT"":""de:09161:8005:0:1"",""shelter"":""no""}",349306905,14,11.438618,48.77782,Oberer Grasweg,INVG,,platform,POINT (11.438617706298828 48.7778205871582),node
82,1648033114,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""3.6"",""ref:IFOPT"":""de:09161:8005:0:2"",""shelter"":""yes""}",349306908,13,11.4387665,48.778526,Oberer Grasweg,,,platform,POINT (11.438766479492188 48.778526306152344),node
-22,1648083453,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""3.6"",""ref:IFOPT"":""de:09161:8798:0:2"",""shelter"":""no""}",349307519,13,11.446469,48.778816,Unterhaunstädter Weg,,,platform,POINT (11.4464693069458 48.77881622314453),node
-22,1648083453,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""3.3"",""ref:IFOPT"":""de:09161:8798:0:1"",""shelter"":""no""}",349307522,13,11.4462805,48.778877,Unterhaunstädter Weg,,,platform,POINT (11.446280479431152 48.77887725830078),node
-19,1648714550,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""3.6"",""ref:IFOPT"":""de:09161:8785:0:2"",""shelter"":""yes""}",355680588,12,11.447953,48.761616,Breslauer Straße,,,platform,POINT (11.447953224182129 48.76161575317383),node
-42,1610097174,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""shelter"":""yes""}",360808732,10,11.448477,48.785366,Deschinger Straße,,,platform,POINT (11.448476791381836 48.78536605834961),node
115,1647993972,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.16"",""platform:width"":""2.7"",""ref:IFOPT"":""de:09161:7536:0:2"",""shelter"":""yes""}",360814421,13,11.442997,48.7852,Nobelstraße,,,platform,POINT (11.442996978759766 48.78519821166992),node
115,1647993972,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.06"",""platform:width"":""2.0"",""ref:IFOPT"":""de:09161:7536:0:1"",""shelter"":""no"",""wheelchair"":""limited""}",360814428,12,11.441834,48.78474,Nobelstraße,,,platform,POINT (11.441834449768066 48.78474044799805),node
43,1648545119,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09161:7630:0:1"",""shelter"":""no""}",361132010,11,11.440335,48.77918,Theodor-Heuss-Straße,,,platform,POINT (11.440335273742676 48.779178619384766),node
-42,1610097174,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""shelter"":""yes""}",361145406,13,11.442116,48.789062,Friedhof Oberhaunstadt,,,platform,POINT (11.442115783691406 48.7890625),node
-64,1674839303,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.19"",""lit"":""yes"",""platform:width"":""4.8"",""ref:IFOPT"":""de:09161:7990:0:2"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""limited""}",365290837,15,11.443648,48.745422,Paul-Wegmann-Halle,,,platform,POINT (11.443648338317871 48.74542236328125),node
30,1641829580,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""platform:width"":""3.9"",""ref:IFOPT"":""de:09161:7991:0:2"",""shelter"":""no""}",365291232,13,11.445029,48.7432,Hans-Mielich-Straße,,,platform,POINT (11.445029258728027 48.74319839477539),node
-96,1648083061,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.05"",""platform:width"":""3.7"",""ref:IFOPT"":""de:09161:8061:0:1"",""shelter"":""no""}",419852778,12,11.444691,48.775383,Uhlandstraße,,,platform,POINT (11.444690704345703 48.77538299560547),node
-96,1648083061,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""4.0"",""ref:IFOPT"":""de:09161:8061:0:2"",""shelter"":""yes""}",419852781,10,11.444424,48.775543,Uhlandstraße,,,platform,POINT (11.44442367553711 48.775543212890625),node
42,1657722738,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""3.9"",""ref:IFOPT"":""de:09161:7986:0:1"",""shelter"":""yes""}",419852784,11,11.442559,48.773167,Körnerstraße,,,platform,POINT (11.442559242248535 48.77316665649414),node
45,1657722739,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""lit"":""no"",""platform:width"":""3.4"",""ref:IFOPT"":""de:09161:7986:0:2"",""shelter"":""no"",""tactile_paving"":""no""}",419852792,14,11.442396,48.77342,Körnerstraße,,,platform,POINT (11.44239616394043 48.77341842651367),node
-81,1648141432,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.22"",""platform:width"":""3.3"",""ref:IFOPT"":""de:09161:8009:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",427594206,11,11.43703,48.78021,Lena-Christ-Straße,,,platform,POINT (11.437029838562012 48.780208587646484),node
-81,1648141432,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.22"",""platform:width"":""2.3"",""ref:IFOPT"":""de:09161:8009:0:1"",""shelter"":""no"",""tactile_paving"":""yes""}",427594207,12,11.438092,48.780113,Lena-Christ-Straße,,,platform,POINT (11.438092231750488 48.780113220214844),node
-91,1661286042,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""7.8"",""ref:IFOPT"":""de:09161:8006:0:2"",""shelter"":""yes""}",427602573,13,11.435802,48.771248,Nürnberger Straße,,,platform,POINT (11.435802459716797 48.77124786376953),node
-88,1648032931,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.08"",""platform:width"":""2.5"",""ref:IFOPT"":""de:09161:8143:0:2"",""shelter"":""no""}",474617275,11,11.419008,48.736755,An der Lagerschanze,,,platform,POINT (11.419008255004883 48.73675537109375),node
-88,1648032931,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.09"",""platform:width"":""4"",""ref:IFOPT"":""de:09161:8143:0:1"",""shelter"":""yes""}",474617278,11,11.419245,48.736717,An der Lagerschanze,,,platform,POINT (11.419244766235352 48.736717224121094),node
-78,1642085748,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""platform:width"":""7.7"",""ref:IFOPT"":""de:09161:8898:0:1"",""shelter"":""yes""}",474617282,12,11.424493,48.737995,Südfriedhof,,,platform,POINT (11.424492835998535 48.73799514770508),node
-78,1642085748,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""platform:width"":""6.4"",""ref:IFOPT"":""de:09161:8898:0:2"",""shelter"":""yes""}",474617286,11,11.424242,48.73805,Südfriedhof,,,platform,POINT (11.42424201965332 48.7380485534668),node
48,1648123540,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""1.6"",""ref:IFOPT"":""de:09161:8899:0:2"",""shelter"":""no""}",474617288,11,11.428515,48.738853,Wallensteinstraße,,,platform,POINT (11.428515434265137 48.738853454589844),node
48,1648123540,"{""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09161:8899:0:1"",""shelter"":""no""}",474617292,11,11.428357,48.738926,Wallensteinstraße,,,platform,POINT (11.428357124328613 48.73892593383789),node
-97,1641483660,"{""bus"":""yes"",""highway"":""platform"",""platform:width"":""1.6"",""ref:IFOPT"":""de:09161:8900:0:2"",""shelter"":""no""}",474617296,11,11.432894,48.73943,Fauststraße,,,platform,POINT (11.432893753051758 48.73942947387695),node
-97,1641483660,"{""bus"":""yes"",""highway"":""platform"",""platform:width"":""1.6"",""ref:IFOPT"":""de:09161:8900:0:1"",""shelter"":""no""}",474617299,11,11.432741,48.739513,Fauststraße,,,platform,POINT (11.432741165161133 48.7395133972168),node
99,1648139952,"{""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.13"",""platform:width"":""3.2"",""ref:IFOPT"":""de:09161:353:0:2"",""shelter"":""yes""}",475311863,14,11.424065,48.72318,Karlshulder Straße,,,platform,POINT (11.424064636230469 48.72317886352539),node
-27,1648532702,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""lit"":""no"",""platform:width"":""3.8"",""ref:IFOPT"":""de:09161:8816:0:2"",""shelter"":""yes"",""tactile_paving"":""no""}",475311877,19,11.405555,48.728848,Kirchstraße,,,platform,POINT (11.40555477142334 48.72884750366211),node
-27,1648532702,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""no"",""platform:width"":""1.4"",""ref:IFOPT"":""de:09161:8816:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",475311878,17,11.406104,48.728966,Kirchstraße,,,platform,POINT (11.40610408782959 48.728965759277344),node
27,1648135991,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""1.7"",""shelter"":""no"",""tactile_paving"":""no""}",475311883,16,11.396145,48.730156,Hans-Böckler-Straße,,,platform,POINT (11.39614486694336 48.73015594482422),node
27,1648135991,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""platform:width"":""1.7"",""ref:IFOPT"":""de:09161:8813:0:2"",""shelter"":""yes"",""tactile_paving"":""no""}",475311884,15,11.397106,48.72955,Hans-Böckler-Straße,,,platform,POINT (11.397106170654297 48.729549407958984),node
8,1648481913,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.17"",""lit"":""no"",""platform:width"":""3.7"",""ref:IFOPT"":""de:09161:8810:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",475311885,15,11.401564,48.732384,Isidor-Stürber-Straße,,,platform,POINT (11.40156364440918 48.732383728027344),node
15,1648041466,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""platform:width"":""2.9"",""ref:IFOPT"":""de:09161:473:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",503129707,10,11.480969,48.772606,"Mailing, Schule",,,platform,POINT (11.480969429016113 48.772605895996094),node
-98,1641481532,"{""bench"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""platform"",""network"":""VGI"",""platform:width"":""6"",""ref:IFOPT"":""de:09161:8026:0:1"",""shelter"":""yes"",""source"":""HiRes aerial imagery"",""tactile_paving"":""yes""}",563878089,17,11.419117,48.761967,Taschenturm,INVG,,platform,POINT (11.419116973876953 48.761966705322266),node
126,1639063129,"{""bus"":""yes"",""highway"":""platform"",""ref:IFOPT"":""de:09176:7441:0:1"",""shelter"":""no"",""surface"":""unpaved"",""wheelchair"":""no""}",586929398,8,11.500234,48.774956,"Großmehring, Knopfmühle",,,platform,POINT (11.50023365020752 48.77495574951172),node
-10,1649000015,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.1"",""lit"":""no"",""platform:width"":""1.4"",""ref:IFOPT"":""de:09161:8815:0:2"",""shelter"":""no"",""tactile_paving"":""no""}",651968384,14,11.404223,48.730095,Lechermannstraße,,,platform,POINT (11.404223442077637 48.73009490966797),node
-57,1648539478,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.09"",""platform:width"":""1.4"",""ref:IFOPT"":""de:09161:8815:0:1"",""shelter"":""no""}",651968388,10,11.405198,48.73017,Lechermannstraße,,,platform,POINT (11.405198097229004 48.73017120361328),node
-57,1645003127,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.10"",""lit"":""yes"",""platform:width"":""5.3"",""ref:IFOPT"":""de:09161:8812:0:98"",""tactile_paving"":""no""}",652860491,14,11.394544,48.728683,Knoglersfreude,,,platform,POINT (11.394543647766113 48.72868347167969),node
-57,1645003127,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""lit"":""yes"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09161:8812:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",652860492,14,11.394145,48.728508,Knoglersfreude,,,platform,POINT (11.394145011901855 48.72850799560547),node
21,1648134715,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.15"",""lit"":""yes"",""platform:width"":""2.4"",""ref:IFOPT"":""de:09161:8809:0:2"",""shelter"":""yes"",""tactile_paving"":""no""}",653869665,13,11.399238,48.734413,Hackenschwaige,,,platform,POINT (11.399237632751465 48.734413146972656),node
21,1648134715,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.15"",""lit"":""no"",""platform:width"":""2.6"",""ref:IFOPT"":""de:09161:8809:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",653869668,15,11.39919,48.734528,Hackenschwaige,,,platform,POINT (11.399189949035645 48.734527587890625),node
-125,1648126949,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""lit"":""no"",""platform:width"":""4.7"",""ref:IFOPT"":""de:09161:777:0:2"",""shelter"":""yes"",""tactile_paving"":""no""}",653869675,15,11.403454,48.738434,Wittelsbacherstraße,,,platform,POINT (11.403453826904297 48.738433837890625),node
-125,1648126949,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""lit"":""yes"",""platform:width"":""3.3"",""ref:IFOPT"":""de:09161:777:0:1"",""shelter"":""yes"",""tactile_paving"":""no""}",653869679,16,11.403399,48.73866,Wittelsbacherstraße,,,platform,POINT (11.403399467468262 48.7386589050293),node
-50,1648712481,"{""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""lit"":""yes"",""platform:width"":""7.2"",""ref:IFOPT"":""de:09161:8807:0:2"",""shelter"":""yes"",""tactile_paving"":""yes""}",653869682,17,11.407865,48.73991,Berliner Straße,,,platform,POINT (11.407864570617676 48.73991012573242),node
-50,1648712481,"{""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.2"",""lit"":""yes"",""platform:width"":""6.7"",""ref:IFOPT"":""de:09161:8807:0:1"",""shelter"":""no"",""tactile_paving"":""yes""}",653869685,17,11.407833,48.740105,Berliner Straße,,,platform,POINT (11.407833099365234 48.74010467529297),node
-40,1648111604,"{""bench"":""yes"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.12"",""platform:width"":""3.7"",""ref:IFOPT"":""de:09161:128:0:2"",""shelter"":""yes"",""tactile_paving"":""no""}",653869693,11,11.417224,48.738327,Caspar-Schoppe-Straße,,,platform,POINT (11.417223930358887 48.73832702636719),node
-40,1648111604,"{""bench"":""no"",""bus"":""yes"",""highway"":""platform"",""kerb"":""raised"",""kerb:height"":""0.11"",""platform:width"":""2.2"",""ref:IFOPT"":""de:09161:128:0:1"",""shelter"":""no"",""tactile_paving"":""no""}",653869696,10,11.4181385,48.73891,Caspar-Schoppe-Straße,,,platform,POINT (11.41813850402832 48.73891067504883),node
36,1647951808,"{""bench"":""no"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""platform"",""ref:IFOPT"":""de:09161:46"",""shelter"":""no"",""tactile_paving"":""no""}",653869699,12,11.4194975,48.740543,Am Pulverl,,,platform,POINT (11.4194974899292 48.740543365478516),node
